Platform	Name	Entity	Last IP address	Device type	Device model	CPU model	Total RAM [bytes]	Hard disks	OS version and architecture	DXS - Web browsing (DXS - Web browsing)	DXS - Business apps (DXS - Business apps)	DXS - Device (DXS - Device)	DXS - Productivity (DXS - Productivity)	Device (sentiment) (DXS - User sentiments)	Web browsing (sentiment) (DXS - User sentiments)	Business apps (sentiment) (DXS - User sentiments)	Productivity (sentiment) (DXS - User sentiments)	Security (sentiment) (DXS - User sentiments)	Employee Satisfaction (DXS - User sentiments)	DXS - Security (DXS - Security)	OS name
Windows	910DS-D10E	Houston - 910 Corp (TX)	10.132.76.42	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			7.68185		10	10	10	10	10		10	Windows 10
Windows	910DS-D10W	Houston - 910 Corp (TX)	10.132.76.43	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.3579		10	10	10	10	10		10	Windows 10
Windows	910DS-D11E	Houston - 910 Corp (TX)	10.132.84.42	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.259		10	10	10	10	10		10	Windows 10
Windows	910DS-D11W	Houston - 910 Corp (TX)	10.132.84.80	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			6.95627		10	10	10	10	10		10	Windows 10
Windows	910DS-D12E	Houston - 910 Corp (TX)	10.132.92.46	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D12W	Houston - 910 Corp (TX)	10.132.92.47	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D13E	Houston - 910 Corp (TX)	10.132.213.43	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D13W	Houston - 910 Corp (TX)	10.132.100.43	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D14E	Houston - 910 Corp (TX)	10.132.108.42	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.2029		10	10	10	10	10		10	Windows 10
Windows	910DS-D14W	Houston - 910 Corp (TX)	10.132.108.43	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D15E	Houston - 910 Corp (TX)	10.132.116.45	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D15W	Houston - 910 Corp (TX)	10.132.116.46	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D16E	Houston - 910 Corp (TX)	10.132.124.41	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D16W	Houston - 910 Corp (TX)	10.132.124.46	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D17E	Houston - 910 Corp (TX)	10.132.132.57	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.42405		10	10	10	10	10		10	Windows 10
Windows	910DS-D17W	Houston - 910 Corp (TX)	10.132.132.45	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D18E	Houston - 910 Corp (TX)	10.132.5.11	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1709 (64 bits)			10		10	10	10	10	10		10	Windows 10
Windows	910DS-D18W	Houston - 910 Corp (TX)	10.132.5.17	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D19E	Houston - 910 Corp (TX)	10.133.5.12	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D19W	Houston - 910 Corp (TX)	10.133.5.13	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1909 (64 bits)			4.53207		10	10	10	10	10		10	Windows 10
Windows	910DS-D20E	Houston - 910 Corp (TX)	10.132.5.18	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1709 (64 bits)			9.99924		10	10	10	10	10		10	Windows 10
Windows	910DS-D20W	Houston - 910 Corp (TX)	10.132.5.13	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1709 (64 bits)			9.99924		10	10	10	10	10		10	Windows 10
Windows	910DS-D22E	Houston - 910 Corp (TX)	10.132.172.44	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D22W	Houston - 910 Corp (TX)	10.133.172.41	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D4E	Houston - 910 Corp (TX)	10.132.28.126	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D4W	Houston - 910 Corp (TX)	10.132.5.23	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			9.99924		10	10	10	10	10		10	Windows 10
Windows	910DS-D5E	Houston - 910 Corp (TX)	10.132.5.94	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Samsung (119.2GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			9.5176		10	10	10	10	10		10	Windows 10
Windows	910DS-D5W	Houston - 910 Corp (TX)	10.132.5.16	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1909 (64 bits)			7		10	10	10	10	10		10	Windows 10
Windows	910DS-D6E	Houston - 910 Corp (TX)	10.132.5.26	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D6W	Houston - 910 Corp (TX)	10.132.44.42	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D7E	Houston - 910 Corp (TX)	10.132.5.102	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.33135		10	10	10	10	10		10	Windows 10
Windows	910DS-D7W	Houston - 910 Corp (TX)	10.132.5.15	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D8E	Houston - 910 Corp (TX)	10.132.60.42	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D8W	Houston - 910 Corp (TX)	10.132.60.41	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D9E	Houston - 910 Corp (TX)	10.132.68.73	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			0		10	10	10	10	10		10	Windows 10
Windows	910DS-D9W	Houston - 910 Corp (TX)	10.132.68.48	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 60% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			3.7676		10	10	10	10	10		10	Windows 10
Windows	910TV-12010	Houston - 910 Corp (TX)	10.132.92.43	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.225		10	10	10	10	10		10	Windows 10
Windows	910TV-12016	Houston - 910 Corp (TX)	10.132.92.49	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			7.76875		10	10	10	10	10		10	Windows 10
Windows	910TV-12036	Houston - 910 Corp (TX)	10.132.92.41	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.56295		10	10	10	10	10		10	Windows 10
Windows	910TV-12038	Houston - 910 Corp (TX)	10.132.92.44	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.63685		10	10	10	10	10		10	Windows 10
Windows	910TV-15056	Houston - 910 Corp (TX)	10.132.116.67	desktop	OptiPlex 7060	Intel Core i5-8500T CPU @ 2.10GHz	8589934592	Samsung (238.5GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1709 (64 bits)			9.72855		10	10	10	10	10		10	Windows 10
Windows	910TV-15078	Houston - 910 Corp (TX)	10.132.116.41	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)												Windows 10
Windows	910TV-15080	Houston - 910 Corp (TX)	10.132.116.42	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			7.84515		10	10	10	10	10		10	Windows 10
Windows	910TV-16004	Houston - 910 Corp (TX)	10.132.124.42	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			7.80825		10	10	10	10	10		10	Windows 10
Windows	910TV-16016	Houston - 910 Corp (TX)	10.132.124.120	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.48995		10	10	10	10	10		10	Windows 10
Windows	910TV-18008	Houston - 910 Corp (TX)	10.133.140.46	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.7689		10	10	10	10	10		10	Windows 10
Windows	910TV-18022	Houston - 910 Corp (TX)	10.133.140.54	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.9178		10	10	10	10	10		10	Windows 10
Windows	910TV-18028	Houston - 910 Corp (TX)	10.133.140.53	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.9995		10	10	10	10	10		10	Windows 10
Windows	910TV-18044	Houston - 910 Corp (TX)	10.133.140.50	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 90% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.93415		10	10	10	10	10		10	Windows 10
Windows	910TV-18062	Houston - 910 Corp (TX)	10.133.140.52	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 90% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.8369		10	10	10	10	10		10	Windows 10
Windows	910TV-18078	Houston - 910 Corp (TX)	10.133.140.51	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.7308		10	10	10	10	10		10	Windows 10
Windows	910TV-18094A	Houston - 910 Corp (TX)	10.133.140.49	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 90% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.7631		10	10	10	10	10		10	Windows 10
Windows	910TV-18094B	Houston - 910 Corp (TX)	10.133.140.48	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 90% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.77675		10	10	10	10	10		10	Windows 10
Windows	910TV-18094C	Houston - 910 Corp (TX)	10.133.140.47	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 90% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.80205		10	10	10	10	10		10	Windows 10
Windows	910TV-19008	Houston - 910 Corp (TX)	10.133.148.41	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 90% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.8112		10	10	10	10	10		10	Windows 10
Windows	910TV-19054	Houston - 910 Corp (TX)	10.133.148.42	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.11465		10	10	10	10	10		10	Windows 10
Windows	910TV-19068	Houston - 910 Corp (TX)	10.132.148.42	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.3006		10	10	10	10	10		10	Windows 10
Windows	910TV-19090	Houston - 910 Corp (TX)	10.133.148.44	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.3642		10	10	10	10	10		10	Windows 10
Windows	910TV-19104	Houston - 910 Corp (TX)	10.133.148.43	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			7.23505		10	10	10	10	10		10	Windows 10
Windows	910TV-20000B	Houston - 910 Corp (TX)	10.133.156.62	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 90% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.7472		10	10	10	10	10		10	Windows 10
Windows	910TV-20097A	Houston - 910 Corp (TX)	10.133.156.61	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 90% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.0228		10	10	10	10	10		10	Windows 10
Windows	910TV-20097B	Houston - 910 Corp (TX)	10.133.156.60	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 90% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			7.83985		10	10	10	10	10		10	Windows 10
Windows	910TV-22010	Houston - 910 Corp (TX)	10.132.172.46	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)	9.24226		9.99924		10	10	10	10	10		10	Windows 10
Windows	910TV-22022	Houston - 910 Corp (TX)	10.132.172.41	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.31115		10	10	10	10	10		10	Windows 10
Windows	910TV-22052	Houston - 910 Corp (TX)	10.132.172.48	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			7.65185		10	10	10	10	10		10	Windows 10
Windows	910TV-4046	Houston - 910 Corp (TX)	10.132.28.41	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.565		10	10	10	10	10		10	Windows 10
Windows	910TV-5000A	Houston - 910 Corp (TX)	10.132.36.47	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1909 (64 bits)			4.04873		10	10	10	10	10		10	Windows 10
Windows	910TV-5000C	Houston - 910 Corp (TX)	10.132.36.49	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1909 (64 bits)			7		10	10	10	10	10		10	Windows 10
Windows	910TV-5010	Houston - 910 Corp (TX)	10.132.36.45	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1909 (64 bits)			3.63347		10	10	10	10	10		10	Windows 10
Windows	910TV-5016	Houston - 910 Corp (TX)	10.132.36.58	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1909 (64 bits)			3.5154		10	10	10	10	10		10	Windows 10
Windows	910TV-6002	Houston - 910 Corp (TX)	10.132.44.118	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 90% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.49535		10	10	10	10	10		10	Windows 10
Windows	910TV-6008	Houston - 910 Corp (TX)	10.132.44.128	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 90% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.60525		10	10	10	10	10		10	Windows 10
Windows	910TV-6028	Houston - 910 Corp (TX)	10.132.44.41	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			7.87385		10	10	10	10	10		10	Windows 10
Windows	910TV-6058	Houston - 910 Corp (TX)	10.132.44.48	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			7.91115		10	10	10	10	10		10	Windows 10
Windows	910TV-6062	Houston - 910 Corp (TX)	10.132.44.49	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			7.96815		10	10	10	10	10		10	Windows 10
Windows	910TV-6078	Houston - 910 Corp (TX)	10.132.44.44	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.3281		10	10	10	10	10		10	Windows 10
Windows	910TV-6094	Houston - 910 Corp (TX)	10.132.44.73	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Samsung (119.2GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			9.26435		10	10	10	10	10		10	Windows 10
Windows	910TV-8034	Houston - 910 Corp (TX)	10.132.60.155	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			7.78325		10	10	10	10	10		10	Windows 10
Windows	910TV-8048	Houston - 910 Corp (TX)	10.132.60.43	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			7.7269		10	10	10	10	10		10	Windows 10
Windows	910TV-8050	Houston - 910 Corp (TX)	10.132.60.51	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 90% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.5058		10	10	10	10	10		10	Windows 10
Windows	910TV-8060	Houston - 910 Corp (TX)	10.132.60.60	desktop	OptiPlex 7050	Intel Core i7-7700T CPU @ 2.90GHz	17179869184	Toshiba (465.8GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)			8.48395		10	10	10	10	10		10	Windows 10
Windows	ACHANG-L1	-	76.90.187.31	laptop	Latitude E7470	Intel Core i5-6300U CPU @ 2.40GHz	8589934592	SanDisk X400 M.2 2280 256GB (238.5GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1709 (64 bits)	5.09276	8.54688	0	5	10	10	10	10	10		10	Windows 10
Windows	AK20COB-D01	Arthur Kill (NY)	10.3.1.159	desktop	OptiPlex 9020	Intel Core i7-4770S CPU @ 3.10GHz	8589934592	Samsung (119.2GB, 90% S.M.A.R.T.)	Windows 10 Enterprise 1709 (64 bits)	6.4057	7.91031	0	7.36598	10	10	10	10	10		0	Windows 10
Windows	AK30COB-D01	Arthur Kill (NY)	10.3.1.146	desktop	OptiPlex 9020	Intel Core i7-4790S CPU @ 3.20GHz	8589934592	LITEON (119.2GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1709 (64 bits)	6.75953	8.00305	0	8.17248	10	10	10	10	10		0	Windows 10
Windows	AKACONSTANT-L01	-	10.72.105.167	laptop	Latitude E6430	Intel Core i5-3320M CPU @ 2.60GHz	8589934592	LITEON (119.2GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1709 (64 bits)	5.86742	8.38933	9.6657	8.74874	10	10	10	10	10		0	Windows 10
Windows	AKAHELLER-L01	VPN (TX)	10.99.88.35	laptop	Latitude E7440	Intel Core i5-4310U CPU @ 2.00GHz	17179869184	LITEON (119.2GB, 70% S.M.A.R.T.)	Windows 10 Enterprise 1709 (64 bits)	8.123	8.9875	9.58685	9.19264	10	10	10	10	10		8.2	Windows 10
Windows	AKBRICCIARDI-L1	-	10.72.104.60	laptop	Latitude 7390 2-in-1	Intel Core i5-8350U CPU @ 1.70GHz	8589934592	Generic- SD/MMC CRW USB Device (0B), Toshiba (238.5GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1709 (64 bits)	7.1064	9.32975	7	8.77187	10	10	10	10	10		8.8	Windows 10
Windows	AKCDAQUILA-D01	Arthur Kill (NY)	10.3.1.166	desktop	OptiPlex 9020	Intel Core i7-4770S CPU @ 3.10GHz	8589934592	Samsung (119.2GB, 100% S.M.A.R.T.), Verbatim STORE N GO USB Device (29.3GB)	Windows 10 Enterprise 1809 (64 bits)	8.01853	7.99337	7	7.99524	10	10	10	10	10		9.4	Windows 10
Windows	AKCDAQUILA-L01	-	10.72.101.232	laptop	Latitude E6430	Intel Core i5-3380M CPU @ 2.90GHz	4294967296	Samsung (119.2GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1709 (64 bits)												Windows 10
Windows	AKCEMS-D01	Arthur Kill (NY)	10.3.1.162	desktop	OptiPlex 9020	Intel Core i7-4790S CPU @ 3.20GHz	8589934592	SK hynix SH920 2.5 7MM 128GB (119.2GB, 90% S.M.A.R.T.)	Windows 10 Enterprise 1709 (64 bits)			9.7362		10	10	10	10	10		10	Windows 10
Windows	AKCEMS-D02	Arthur Kill (NY)	10.3.1.133	desktop	OptiPlex 7010	Intel Core i7-3770S CPU @ 3.10GHz	8589934592	Samsung (119.2GB, 100% S.M.A.R.T.)	Windows 10 Enterprise 1809 (64 bits)	5		7	8.51659	10	10	10	10	10		10	Windows 10
